calendar_date,tracking_key,bookings
2018-06-10,4CC462AE5DDD164E,3.0
2018-06-02,E55ED44D8CE57F0C,3.0
2018-06-27,1096976783A1F0E7,0.0
2018-07-02,2235EAB8A55622DA,0.0
2018-06-11,2235EAB8A55622DA,0.0
2018-06-11,48CC1438B8E6646C,0.0
2018-06-11,91A84588CF9EF69A,9.0
2018-06-14,5361DDA2C609F2C8,0.0
2018-06-15,E8601FCDBAF8066A,0.0
2018-06-09,28D5E7578B8E14A3,0.0
2018-06-06,737A7A1181E41D0D,27.0
2018-06-18,C4FD45758E4D007D,12.0
2018-06-01,98B68E8D91E4F7F6,9.0
2018-06-08,ADBADDC7BF0367C5,0.0
2018-08-13,FB2EDA63DBB64C3E,969.0
2018-08-06,1A90A3ECF59907D6,0.0
2018-08-15,C5D2DEA61B6A9BFA,3.0
2018-08-26,E50342F3EE3CAFC9,12.0
2018-08-30,1E2092A0CF069674,0.0
2018-08-09,E6E6FF477CBB1167,84.0
2018-08-30,B33EF5A527FA7E7A,0.0
2018-08-21,992358A0D74C1FEF,51.0
2018-08-14,6269D4F6CFCA65D3,3.0
2018-08-25,AA991C085C0E2593,3.0
2018-08-06,0612E47617FB6E1B,144.0
2018-08-10,85C41F9208661C00,18.0
2018-08-23,96FEE1074A292BF1,0.0
2018-08-14,92ECD76078C72B44,0.0
2018-08-04,CDC873B4599930DD,0.0
2018-07-06,567455A2ED3EC411,3.0
2018-08-04,19AAE5CE644AAA66,15.0
2018-06-23,B2614F3E8A4825D5,12.0
2018-06-06,C075AB6F6046ACDD,36.0
2018-06-16,AC9B36175657D3AF,0.0
2018-06-20,A73690ACC801C6C6,0.0
2018-07-11,85C1CD6B859A1814,0.0
2018-06-17,4075F0AE5A7A4FCB,0.0
2018-06-19,5F80C19320829DBA,354.0
2018-08-03,7B60CE3549684489,0.0
2018-07-02,C625AEA8A769C8B5,66.0
2018-07-01,D76B28A69658ED36,3.0
2018-06-03,0E9B065062BCAE0A,120.0
2018-07-08,9DF54E15DB069D0B,141.0
2018-07-05,49C87FD92BFBDAF9,27.0
2018-06-28,CCB8A17C3B4F0F00,0.0
2018-07-01,DC9E3F9586CE98AA,18.0
2018-08-05,34B0B0356FA68A52,6.0
2018-06-12,4D02076C6C6CEE68,0.0
2018-08-19,8E10DEF2DEAFAFD2,159.0
2018-07-15,C491477AE0384743,12.0
2018-06-28,7081D2446372C8F2,0.0
2018-06-20,9258AE7CC10DFE45,6.0
2018-06-12,6CBEA538C15F6898,3.0
2018-07-22,A985971B79DDB31E,0.0
2018-07-21,BCE6B04DD6EF5294,3.0
2018-07-03,E5887E072462AEAF,3.0
2018-06-01,011E9073D9D8D2C2,9.0
2018-07-16,E260D4D4E02475F6,3.0
2018-06-15,001F11C3572D1E57,12.0
2018-07-24,A4964703F7300A5D,3.0
2018-07-21,976C0E89D2DB52D2,0.0
2018-07-12,031CE991014443D5,0.0
2018-07-12,4B943BEFF52A4D59,132.0
2018-07-19,4941E31C502268E7,33.0
2018-07-19,F57BA9A11D5B06B4,0.0
2018-08-01,6C6B02B8A2ACD7FA,54.0
2018-08-01,5C7F18849DFA33D3,9.0
2018-07-28,27181945D4CCFDBD,27.0
2018-07-06,95669D610CA4531B,3.0
2018-07-20,3FB59750CF930D50,9.0
2018-07-20,E361BC1E422F4357,6.0
2018-07-20,1BB7E4224615B218,3.0
2018-07-30,15D541FBD9B1E3C9,0.0
2018-06-22,9EAD77A00D1A7857,3.0
2018-06-08,F58A9A1FB0CC8089,6.0
2018-06-14,DCB8F6338C11C064,36.0
2018-07-02,C15F5AD943F29F12,3.0
2018-06-14,600D7AF7290D962B,3.0
2018-07-07,4715860C1608E079,6.0
2018-07-12,E35C8C91A38138F8,3.0
2018-07-19,92C4DBE2471F9ECF,39.0
2018-06-12,A5646BE3B88DFD06,0.0
2018-06-11,9C62BE23EC5336A0,0.0
2018-06-07,E70C25720EC00180,3.0
2018-06-01,9F9C7FC45AEA5975,0.0
2018-06-20,9A188C86B83E598D,6.0
2018-06-27,4C16F49E264878FA,3.0
2018-06-11,674788A8F5BA871C,6.0
2018-06-11,FEB5A830A9942014,0.0
2018-06-21,09BF62ABB713678A,0.0
2018-07-21,C6027E96501A6604,0.0
2018-06-12,2F22A8955350F0E4,0.0
2018-08-16,E0D909B4B9A78B9D,249.0
2018-08-26,C4305709DC383650,3.0
2018-08-19,17EE8FDE570A2D2C,9.0
2018-08-10,EED4C7130E8A30CF,3.0
2018-08-26,F57BA9A11D5B06B4,3.0
2018-08-11,0CCEBBF51BC4CFFB,30.0
2018-08-08,B007764F06AC9FA9,93.0
2018-08-06,C8AB1D99240A3D90,9.0
2018-08-22,F2FF400AE1B581F4,0.0
2018-08-28,3B600C471E53B244,3.0
2018-08-08,9FFA26A7FBC5AB19,6.0
2018-08-21,6B81DFFE00018601,21.0
2018-08-28,E28D2310E0392196,12.0
2018-08-29,8AF91952D281F750,39.0
2018-08-07,A8D2B0F2522F1CB4,6.0
2018-08-06,06BADE8EDED53452,9.0
2018-08-08,877DF811C13CCBE4,6.0
2018-08-06,6C36A38438CBD0AE,6.0
2018-08-21,DDFDC6592A79F088,9.0
2018-08-04,BF74A2FC374DA3BF,21.0
2018-08-04,DAD3A8DE3EAA23AE,3.0
2018-06-18,6B81DFFE00018601,3.0
2018-07-18,73167ECC267F21D1,15.0
2018-07-18,6C6B02B8A2ACD7FA,84.0
2018-07-18,2FF9D97F8792FE64,0.0
2018-07-03,97ED2F532269C017,0.0
2018-07-18,1176DCDCAEC13FAF,51.0
2018-06-22,89FE12BE0D464403,3.0
2018-06-09,426E0862FFD815F6,0.0
2018-06-14,F0C8C59CB652AAB3,9.0
2018-07-04,4692AC250ECA9874,0.0
2018-06-06,6A5AC2DD06F6FB2C,0.0
2018-06-21,E49CB2C5F3101E9A,24.0
2018-06-18,5F80C19320829DBA,285.0
2018-06-03,F53AF19898552316,171.0
2018-06-24,49DF272E84AB541D,15.0
2018-07-09,0575E100415AA2DE,6.0
2018-07-08,4C8CDB8718E3ABB1,6.0
2018-07-07,6A5AC2DD06F6FB2C,0.0
2018-07-02,3E8426C7F0844218,0.0
2018-06-15,EC98D1FBD5EBBF30,3.0
2018-06-13,91C0C936B570F020,3.0
2018-06-19,071BF2E86FF293FF,0.0
2018-08-30,2924F5016D3CE8C0,0.0
2018-06-18,CD066A2EFD3F3FB7,15.0
2018-07-10,92DA159BEB4FC57F,3.0
2018-07-09,5460F49ADBE7ABA2,48.0
2018-06-19,85C1CD6B859A1814,0.0
2018-06-01,9754A6ED1B8A0132,0.0
2018-08-02,D60AEAE8797404EE,603.0
2018-07-17,823F96F06FE14094,3.0
2018-06-20,0A8C6348B0C9AD0D,9.0
2018-07-04,5DB4F6FFBF936D98,0.0
2018-06-02,ED8752691B1A3229,6.0
2018-06-03,84E5F92A81B4DA66,6.0
2018-07-09,FD4106D3E5BCC1D6,0.0
2018-07-15,0AF1C752F2720679,12.0
2018-07-27,1887AD4A94AEDD75,12.0
2018-07-27,2E164989DED41454,258.0
2018-07-13,2C79F512DF003E29,9.0
2018-06-27,E8446DC0D4AE8754,0.0
2018-06-27,6A11FD055F9E3974,0.0
2018-06-17,847761C20834D9D3,12.0
2018-06-12,847761C20834D9D3,6.0
2018-07-12,0C5AFFBCD9A60495,126.0
2018-07-12,E0B82A335C8AB620,0.0
2018-07-25,492EAD9C6A89C06C,33.0
2018-06-07,EF0072E96935E77A,3.0
2018-07-19,DBB074E81D1DC5E5,9.0
2018-07-31,43B8223A069BC77F,0.0
2018-07-31,FFAE40492E463529,18.0
2018-07-02,C002AA22D4526742,3.0
2018-07-30,8AF91952D281F750,21.0
2018-07-20,F645A835A5C72BBB,3.0
2018-07-25,706788E61E794745,72.0
2018-07-16,1F0D965B98416FCD,12.0
2018-07-23,F4D3C90FB933BD09,0.0
2018-07-24,5F9130E97833DFD9,0.0
2018-07-07,6BF0FE2C8B0C551B,0.0
2018-07-29,BEC4E39546178CD5,0.0
2018-07-12,7012AB82C85374CA,0.0
2018-07-02,B3F1610E23619EC0,0.0
2018-06-22,074399D7A5185094,9.0
2018-06-03,D19E77F248C5F2BC,3.0
2018-06-12,D47197BFCF6F1D18,9.0
2018-06-24,9E0BB64D7A4F8179,0.0
2018-06-17,2F388EEA56B13B4D,3.0
2018-06-15,E30FAE31246A6009,12.0
2018-06-10,122BC8A45CC9118A,0.0
2018-07-12,9B4398EF6C6748CC,3.0
2018-06-17,16906CE60299FF84,0.0
2018-06-11,90E75E0C18DD6F24,0.0
2018-06-26,737A7A1181E41D0D,27.0
2018-08-25,C66590FD63251B8D,15.0
2018-08-19,C66590FD63251B8D,15.0
2018-08-06,A70C0E03C6EF3010,9.0
2018-08-28,B1267400CF385482,45.0
2018-08-06,3A0980A5E2DC0853,219.0
2018-08-07,0C5AFFBCD9A60495,117.0
2018-08-06,268D78EB53A79E89,0.0
2018-08-21,0D5EEF5E64B93458,54.0
2018-08-24,A3AAA59AEF44FFF8,3.0
2018-08-14,45F071A04405608C,3.0
2018-08-16,6F4905BFE4595D19,3.0
2018-08-30,66BB98DFEEE1C550,9.0
2018-08-26,4174CC848451CAB2,18.0
2018-07-19,D60AEAE8797404EE,615.0
2018-08-04,334307C30BACF065,0.0
2018-07-18,6913E6259E1F9F01,6.0
2018-06-05,D60AEAE8797404EE,489.0
2018-07-05,12F52007B57D5F6F,0.0
2018-07-13,A41571D2C821C1AC,186.0
2018-06-13,4587164FB3CC7750,9.0
2018-06-17,102CC13F4C343A19,18.0
2018-07-01,0FEF7FABCEB36B2E,9.0
2018-06-17,EF4B8513EE73ADBD,9.0
2018-06-15,A265FA8EEC569BE1,78.0
2018-07-04,48D36E2403CF87E2,0.0
2018-06-21,B740472FF59FD3EB,3.0
2018-07-05,BD7BCDBAD1BF02FF,0.0
2018-07-08,320FC850438CF152,18.0
2018-07-05,2A75EA48D4E2AC17,0.0
2018-06-24,D812A378465D412F,3.0
2018-08-22,D1924F5DC3714945,0.0
2018-08-05,474397A07C10D363,9.0
2018-07-11,B092F7A2688B3878,0.0
2018-07-10,9572E0EB10DC061F,0.0
2018-08-16,4F1EC77F4ADDE53D,0.0
2018-07-15,CA0461735134FF4F,30.0
2018-07-15,D0872C8D2DE1F908,6.0
2018-07-21,18F86E504FA6CEAD,6.0
2018-07-21,C8AB1D99240A3D90,3.0
2018-08-02,42A55498FC35CBEC,0.0
2018-08-02,73C4FAEE24F2846F,3.0
2018-06-26,C4305709DC383650,3.0
2018-06-21,C299B2204A4DAA69,45.0
2018-07-23,7206EB5CCB383F10,3.0
2018-07-23,B712AE67036344C4,3.0
2018-07-26,4F5C7598575B4D76,165.0
2018-07-13,1E974089A32133DF,9.0
2018-07-13,BF7199A59B534212,3.0
2018-07-16,794DF7C5AC99B46A,0.0
2018-07-24,DC279D27E28628EA,3.0
2018-07-24,D95BAE5267F50566,6.0
2018-06-13,26B91E46ECF7963E,3.0
2018-07-14,8087F3012ECEDE21,0.0
2018-07-22,E8939A4C0B56DE73,0.0
2018-07-30,C8D2B943BC3BC249,0.0
2018-07-30,CE5E05448D5678D2,0.0
2018-07-20,8835D086E4EAD4D5,0.0
2018-07-29,CA354230418CDD35,6.0
2018-06-16,D852841933D895BA,36.0
2018-07-20,C8E9078C9330602C,90.0
2018-06-08,A60B955DBF2CBFFA,24.0
2018-06-12,C8E9078C9330602C,69.0
2018-06-28,066D8D78619B092B,33.0
2018-06-09,48E318DDDA6EDD56,0.0
2018-06-13,A52493DF2DA65104,174.0
2018-07-14,94691353E29958C5,3.0
2018-06-19,3CEE06392C57204E,0.0
2018-07-07,B0D66A371CEA0145,3.0
2018-07-07,F10D5ED19B3FD4CE,3.0
2018-07-25,095FF4B9300AE130,0.0
2018-07-27,F40A8873A067B623,0.0
2018-07-09,C014327E344C7CCA,6.0
2018-07-19,2A23D5161A776B0A,6.0
2018-07-31,99892F23115F06FA,3.0
2018-07-09,DD1CF0A44950AE95,36.0
2018-06-17,2D8EEABCD26F8975,0.0
2018-06-10,5CC2412D9A887ABE,3.0
2018-06-13,1AF724E0CE757356,6.0
2018-07-02,5361DDA2C609F2C8,0.0
2018-06-24,E6640CA783AD2A07,3.0
2018-07-14,42F542167B9FAFB6,198.0
2018-07-03,CE4791B566126475,0.0
2018-06-13,85D591D8B73917F8,0.0
2018-06-09,08B87CD96ED1E496,0.0
2018-06-28,92ECD76078C72B44,9.0
2018-08-08,3789DBA21D63AF1D,3.0
2018-08-22,23353E8C4A065B5D,42.0
2018-08-08,DCB8F6338C11C064,54.0
2018-08-20,7A6B38AA22B8D4E1,3.0
2018-08-16,C3768E48E594A570,3.0
2018-08-29,841B730556D88B6B,30.0
2018-08-10,55AB7B60495A9B89,171.0
2018-08-30,058868246AFB93FA,114.0
2018-08-13,A2C5DC3022C0987E,9.0
2018-08-24,3BB28C46F3E2A7F8,0.0
2018-08-17,5BDFC986805750BB,3.0
2018-08-22,0612E47617FB6E1B,126.0
2018-08-24,8702BE84806F52B3,3.0
2018-08-20,5BE30418FC08BAFE,0.0
2018-08-18,42F542167B9FAFB6,93.0
2018-08-22,E2807D6E922BB722,15.0
2018-08-08,D645C67E5AD6DC5C,186.0
2018-08-28,139E3516C493D791,153.0
2018-08-23,8991BCB7704F3E13,3.0
2018-07-21,9E8DE1A21F283C1E,6.0
2018-07-20,A5401B289A737D6D,3.0
2018-07-04,E50342F3EE3CAFC9,33.0
2018-07-01,AEDB416B1E0C565B,90.0
2018-08-03,0CCEBBF51BC4CFFB,48.0
2018-06-26,5A69C7905BB5F73C,57.0
2018-06-09,81D80CF49CF65855,0.0
2018-06-21,379478CA5A6D8FCE,3.0
2018-07-11,7776B2257B97FBA1,6.0
2018-06-10,6A0C2AD6C2292663,9.0
2018-06-29,3B0638EFCEDC5C76,15.0
2018-07-09,9A188C86B83E598D,6.0
2018-06-28,8A8F99F085BC81D4,3.0
2018-06-28,514BB0E680D902EF,0.0
2018-06-29,0EB6D1B2911A3C85,3.0
2018-07-08,2B32080621F8E17B,15.0
2018-07-17,EDC7075B73FC8AC1,3.0
2018-08-06,CBB8DD1542453A0F,0.0
2018-08-24,5460F49ADBE7ABA2,129.0
2018-07-10,A70C0E03C6EF3010,15.0
2018-08-17,D5B537AF9E783863,0.0
2018-06-04,6672AFD254C75EA7,0.0
2018-07-10,8C0288344C2ACFF9,3.0
2018-07-21,53866C26EE6CDF0B,0.0
2018-08-02,C5D2DEA61B6A9BFA,6.0
2018-08-26,49C87FD92BFBDAF9,12.0
2018-07-15,8457AFDF4272C5FA,0.0
2018-07-05,62919991057484B6,0.0
2018-06-28,625198338B904F97,0.0
2018-07-16,DD5E2AD260521CFD,15.0
2018-07-16,16906CE60299FF84,0.0
2018-06-28,EF4E8E6ED4BCA7E9,105.0
2018-06-09,F6992D787AA1B463,0.0
2018-07-03,25E867D5BBA89B76,6.0
2018-07-24,543BADA0CD00417E,0.0
2018-07-24,697E5E8B7C9737BC,0.0
2018-07-24,45E010197FB66124,3.0
2018-07-23,F8B543251ADA71C1,27.0
2018-07-23,101AFC1DBA267F9C,15.0
2018-07-23,6A804635D1B82700,0.0
2018-07-22,73E8E7A66E48DC19,3.0
2018-07-12,00B8C239D04C5A11,3.0
2018-07-24,CF4533E41C69037B,3.0
2018-07-25,D47197BFCF6F1D18,0.0
2018-06-13,75BA9709628EF5FF,39.0
2018-06-12,37976E0AC2674D33,0.0
2018-07-04,D22074C7C7F7515E,9.0
2018-06-10,A023A58871D78944,0.0
2018-07-19,6A890C256B2CDE3E,6.0
2018-08-01,FF65C1ED3A763B50,3.0
2018-07-31,1676CD6FCDB96F44,0.0
2018-07-28,3DF244867FA4B311,6.0
2018-08-01,031CE991014443D5,0.0
2018-07-30,DF552E7C85ADBEA3,12.0
2018-07-20,3E462B70DE5940CC,33.0
2018-07-20,DF583DEB63CE5E99,18.0
2018-07-20,48F343DD74D482FC,75.0
2018-07-25,BAF03AACC3A8BF47,0.0
2018-06-11,EA7056A86900FFCC,0.0
2018-06-09,DAB50798A7FB05D6,0.0
2018-06-02,7A6B38AA22B8D4E1,0.0
2018-07-09,69B06DDA8159A834,0.0
2018-06-15,AE8A9ECA2474BAEA,12.0
2018-07-19,6F86B419A180BEA9,0.0
2018-07-27,DAE8B399816BCBF3,51.0
2018-07-20,54ECC9FF17D3C3F8,24.0
2018-07-07,154813A5E490EA0D,12.0
2018-06-28,DAB2D0CA0C655AC7,117.0
2018-07-26,BFCAC07DE500FF35,3.0
2018-06-01,C160EC54DA6A0A42,54.0
2018-06-26,4D299B457CAD33E7,0.0
2018-07-02,A8B7D1765E15C9CF,0.0
2018-06-17,131C9325A437A20A,3.0
2018-06-16,D8AA70D1EC892AAA,3.0
2018-07-03,72D9D7B02091B254,9.0
2018-06-07,D0929FD1140C96F5,0.0
2018-06-11,446AE1976C231583,0.0
2018-06-29,22FD180905F9227E,0.0
2018-07-02,DB3B0FF3A958B6FD,0.0
2018-08-15,9FFA26A7FBC5AB19,3.0
2018-08-19,DC687301B6AC6300,12.0
2018-08-14,CFBEE59B246F39B8,3.0
2018-08-22,EED4C7130E8A30CF,6.0
2018-08-16,BC8C445FF0545F8C,6.0
2018-08-11,926DDFFA28A15B78,3.0
2018-08-11,586F2772152C65D2,0.0
2018-08-14,1C27D86FC2577A3A,0.0
2018-08-22,28042633F752B98F,6.0
2018-08-09,4941E31C502268E7,21.0
2018-08-07,AA8A2C9666F0BA7F,3.0
2018-08-18,A2F0A83B8B08AAD7,6.0
2018-08-13,9962A8129BB42E29,201.0
2018-08-18,235CF955F457F470,9.0
2018-07-12,8DC6E06154475DC0,0.0
2018-06-15,DE0EFF28ED41FCED,6.0
2018-07-07,2DCCDC75BED67620,3.0
2018-07-18,E0D909B4B9A78B9D,264.0
2018-06-24,36BCC11F502AE08B,33.0
2018-06-09,902ECC6F7DDD697D,0.0
2018-08-03,4BDB5780699928E1,9.0
2018-06-06,BB78C7E2A03C7ED9,24.0
2018-07-18,9C62BE23EC5336A0,0.0
2018-06-25,ADF560E0E0CF0B40,48.0
2018-07-11,B810CD9975018EEE,12.0
2018-06-26,E1E2792FC0915A27,18.0
2018-07-09,249AFECB695EAD35,0.0
2018-06-08,149B7B094AF4AE66,0.0
2018-06-28,AB4F808F9E9DC7E9,0.0
2018-07-03,B99BD251F7E9344F,69.0
2018-06-20,87357C8313B7F5A4,0.0
2018-06-02,F44D411F4DF2CF2D,3.0
2018-06-29,0BD642B0460EE6FF,12.0
2018-08-14,CBB8DD1542453A0F,0.0
2018-08-08,50B7A7E082D17361,6.0
2018-07-11,9A8205D4FC4B8D80,0.0
2018-07-10,517DA49CD098A01B,27.0
2018-07-10,28042633F752B98F,15.0
2018-07-10,3BB28C46F3E2A7F8,0.0
2018-06-21,F43167769972F763,6.0
2018-07-17,900E04362C1B5388,1062.0
2018-07-17,173F2461BC2552AB,3.0
2018-07-14,B53341E6DF811649,3.0
2018-07-09,54ECC9FF17D3C3F8,3.0
2018-08-19,706788E61E794745,105.0
2018-07-11,17CEE72650378864,6.0
2018-07-15,9C25E2D960F16A0F,0.0
2018-07-22,992358A0D74C1FEF,63.0
2018-07-21,F10D5ED19B3FD4CE,3.0
2018-08-02,8105C8C6C74C6902,3.0
2018-08-02,847761C20834D9D3,3.0
2018-07-17,601363AAF23F97E4,0.0
2018-07-12,5BA9E132A0CCDC48,0.0
2018-06-13,760913CE06403253,3.0
2018-07-23,B33EF5A527FA7E7A,3.0
2018-07-23,2FF9D97F8792FE64,0.0
2018-07-26,32CAAC41B1B5BAA3,3.0
2018-07-21,B02AED8AFF512240,3.0
2018-06-13,DDF48676CD47935C,0.0
2018-06-09,50403A5D5094BC8F,0.0
2018-07-16,61F87E8038B98ADD,3.0
2018-07-25,2E372ABFD79BBC19,15.0
2018-07-25,0CCEBBF51BC4CFFB,36.0
2018-07-25,A5513AAD7C52379F,3.0
2018-06-27,A12F441CAA265D43,6.0
2018-06-09,F40A8873A067B623,3.0
2018-06-26,161562E64A3D10CB,3.0
2018-07-22,CACE8DDAC6AA7858,3.0
2018-07-19,9E642C872D97F539,0.0
2018-08-02,2F388EEA56B13B4D,3.0
2018-07-31,2BA537D9098FDA1A,6.0
2018-07-31,72E56D6B2B7FB965,0.0
2018-07-06,FD82368A2A40142C,0.0
2018-07-14,03B18225E79C9BEE,21.0
2018-06-12,1A0CF7AE78569862,129.0
2018-06-10,C8E9078C9330602C,72.0
2018-07-03,7E26EF253A3EE12B,6.0
2018-06-22,3AF9DAA93EE49365,0.0
2018-06-10,CF6B6E56857980A4,0.0
2018-07-25,DAA2B99A8D7D712E,0.0
2018-07-25,B9FD586DF3D810FF,0.0
2018-06-25,DD6E2172BC90339D,6.0
2018-07-07,D812A378465D412F,0.0
2018-07-25,E5CE88A7F5CD052B,0.0
2018-07-25,96881FAA50298F92,0.0
2018-07-07,72FEE0B815A03C18,0.0
2018-07-27,D0D2CBAC9AA97ACC,3.0
2018-06-05,5B7A50A5B9AF8DDC,0.0
2018-06-11,006A600D87D75A3F,6.0
2018-06-12,1A424A6D54BB8007,3.0
2018-06-13,953D3A843FFCA899,3.0
2018-06-28,EED4C7130E8A30CF,0.0
2018-06-13,C2CEA37B06F7240C,3.0
2018-07-01,A8E3FB55C175E290,3.0
2018-06-10,8835D086E4EAD4D5,3.0
2018-06-08,7A8C25F367DD20F6,0.0
2018-06-14,D8AA70D1EC892AAA,0.0
2018-06-30,A8763469F7DEB598,15.0
2018-07-01,84A1DA098F901305,9.0
2018-06-29,7F4FD7B7B8D9EA3C,6.0
2018-07-19,04713BD0E99D4AD9,30.0
